,Gene,Ortholog,gene_id,ortholog_id
782,CENPE,FPR2,1062,2358
783,CENPF,FPR3,1063,2359
784,CETN1,FTH1,1068,2495
785,CETN1,FTMT,1068,94033
786,CETN2,PRICKLE2,1069,166336
787,CETN3,FUCA1,1070,2517
788,CETP,FUCA2,1071,2519
789,CFL1,FUT1,1072,2523
790,CFL2,FUT2,1073,2524
791,CFL1P5,FUT3,1074,2525
792,CTSC,FUT4,1075,2526
793,CFTR,KDSR,1080,2531
794,CGA,FYN,1081,2534
795,CGB3,FZD2,1082,2535
796,CEACAM3,G6PD,1084,2539
797,CEACAMP5,XRCC6,1085,2547
798,CEACAMP11,GAA,1086,2548
799,CEACAM7,GAB1,1087,2549
800,CEACAM8,GABBR1,1088,2550
801,CEACAM4,GABRA1,1089,2554
802,CEACAMP1,GABRA2,1090,2555
803,CEACAMP3,GABRA4,1092,2557
804,CEACAMP4,GABRA5,1093,2558
805,CEACAMP6,GABRA6,1094,2559
806,CEACAMP7,GABRB1,1095,2560
807,CEACAMP8,GABRB2,1096,2561
808,CEACAMP9,GABRB3,1097,2562
809,CEACAMP10,GABRD,1098,2563
810,CHAD,GABRG2,1101,2566
811,RCBTB2,GABRG3,1102,2567
812,CHAT,GABRP,1103,2568
813,RCC1,GABRR1,1104,2569
814,CHD1,GABRR2,1105,2570
815,CHD2,GAD1,1106,2571
816,CHD3,GAD2,1107,2572
817,CHD4,GALC,1108,2581
818,AKR1C4,GALE,1109,2582
819,CHEK1,GALK1,1111,2584
820,FOXN3,GALK2,1112,2585
821,CHGA,GALR1,1113,2587
822,CHGB,GALNS,1114,2588
823,CHI3L1,GALNT2,1116,2590
824,CHI3L2,GALNT3,1117,2591
825,CHKA,GAMT,1119,2593
826,CHKB,GANC,1120,2595
827,CHM,GAPDH,1121,2597
828,CHML,GARS1,1122,2617
829,CHN2,GAS1,1124,2619
830,CHRM2,GATM,1129,2628
831,LYST,GBA1,1130,2629
832,CHRM3,GBE1,1131,2632
833,CHRM4,GCDH,1132,2639
834,CHRM5,GCGR,1133,2642
835,CHRNA1,GCH1,1134,2643
836,CHRNA2,GCK,1135,2645
837,CHRNA3,KAT2A,1136,2648
838,CHRNA4,GCNT1,1137,2650
839,CHRNA5,GCNT2,1138,2651
840,CHRNA5,GCNT7,1138,140687
841,CHRNA7,GFAP,1139,2670
842,CHRNB1,GFPT1,1140,2673
843,CHRNB2,GGT1,1141,2678
844,CHRNB3,B4GALT1,1142,2683
845,CHRNB4,GGT7,1143,2686
846,CHRND,GGT5,1144,2687
847,CHRNE,GH1,1145,2688
848,CHRNG,GH2,1146,2689
849,CHUK,GHR,1147,2690
850,CIDEA,GHRHR,1149,2692
851,CKB,GJA1,1152,2697
852,CIRBP,GK,1153,2710
853,CIRBP,GK2,1153,2712
854,TBCB,GLA,1155,2717
855,CKBP1,GCLC,1157,2729
856,CKM,GCLM,1158,2730
857,CKMT1B,GLDC,1159,2731
858,CKMT2,GLG1,1160,2734
859,ERCC8,GLI1,1161,2735
860,CKS1B,GLI3,1163,2737
861,CKS2,GLO1,1164,2739
862,AP2M1,GM2A,1173,2760
863,AP1S1,GMDS,1174,2762
864,AP2S1,GMPR,1175,2766
865,AP2S1,GMPR2,1175,51292
866,AP3S1,GNA11,1176,2767
867,CLC,GNA15,1178,2769
868,CLCA1,GNAI1,1179,2770
869,CLCN1,GNAI2,1180,2771
870,CLCN2,GNAI3,1181,2773
871,CLCN3,GNAL,1182,2774
872,CLCN4,GNAO1,1183,2775
873,CLCN5,GNAQ,1184,2776
874,CLCN6,GNAS,1185,2778
875,CLCN7,GNAZ,1186,2781
876,CLCNKA,GNB1,1187,2782
877,CLCNKB,GNB2,1188,2783
878,CLU,GNG4,1191,2786
879,CLIC1,GNG5,1192,2787
880,CLIC2,GNG7,1193,2788
881,CLK1,GNG11,1195,2791
882,CLK2,GNGT1,1196,2792
883,CLK2P1,GNGT2,1197,2793
884,CLK3,GNRH1,1198,2796
885,TPP1,GNRHR,1200,2798
886,CLN3,GNS,1201,2799
887,CLN5,GOT2,1203,2806
888,CLNS1AP1,SFN,1204,2810
889,CLNS1A,GP5,1207,2814
890,CLPS,GP9,1208,2815
891,CLPTM1,GPD1,1209,2819
892,CLTA,GPI,1211,2821
893,CLTB,GPLD1,1212,2822
894,CLTC,CCR10,1213,2826
895,CMA1,NPBWR1,1215,2831
896,CCR1,GPX1,1230,2876
897,CCR3,GPX3,1232,2878
898,CCR4,GPX4,1233,2879
899,CCR5,GPX5,1234,2880
900,CCR6,GPX7,1235,2882
901,CCR7,GRB2,1236,2885
902,CCR8,RAPGEF1,1237,2889
903,ACKR2,GRIA1,1238,2890
904,CMKLR1,GRIA3,1240,2892
905,LTB4R,GRIA4,1241,2893
906,ABCC2,GRN,1244,2896
907,CNGB1,GRM1,1258,2911
908,CNGA1,GRM2,1259,2912
909,CNGA2,GRM3,1260,2913
910,CNGA3,GRM4,1261,2914
911,CNGA4,GRM5,1262,2915
912,PLK3,GRM6,1263,2916
913,CNN1,GRM7,1264,2917
914,CNN2,GRM8,1265,2918
915,CNN3,CXCL1,1266,2919
916,CNP,CXCL2,1267,2920
917,CNR1,CXCL3,1268,2921
918,CNR2,PDIA3,1269,2923
919,CNTF,GRPR,1270,2925
920,CNTFR,GSK3A,1271,2931
921,CNTN1,GSK3B,1272,2932
922,CNTN1,GSK3A,1272,2931
923,COL1A1,GSTA2,1277,2939
924,COL1A2,GSTA3,1278,2940
925,COL1AR,GSTA4,1279,2941
926,COL2A1,GSTM1,1280,2944
927,COL3A1,GSTM2,1281,2946
928,COL4A1,GSTM3,1282,2947
929,COL4A1,GSTM5,1282,2949
930,COL4A2,GSTM5,1284,2949
931,COL4A3,GSTP1,1285,2950
932,COL4A4,GSTT1,1286,2952
933,COL4A5,GSTT2,1287,2953
934,COL4A6,GSTZ1,1288,2954
935,COL5A1,MSH6,1289,2956
936,COL5A2,GTF2A1,1290,2957
937,COL6A1,GTF2A2,1291,2958
938,COL6A2,GTF2B,1292,2959
939,COL6A3,GTF2E1,1293,2960
940,COL7A1,GTF2E2,1294,2961
941,COL8A1,GTF2F1,1295,2962
942,COL8A2,GTF2F2,1296,2963
943,COL9A1,GTF2H1,1297,2965
944,COL9A2,GTF2H2,1298,2966
945,COL10A1,GTF2H4,1300,2968
946,COL11A1,GTF2I,1301,2969
947,COL11A2,BRF1,1302,2972
948,COL13A1,GUCY1A2,1305,2977
949,COL15A1,GUCA1A,1306,2978
950,COL16A1,GUCA1B,1307,2979
951,COL17A1,GUCY1A1,1308,2982
952,COL19A1,GUCY2C,1310,2984
953,COMP,GUCY2F,1311,2986
954,COMP,GUCY2D,1311,3000
955,COMT,GUK1,1312,2987
956,COPA,GYPA,1314,2993
957,COPB1,GYS1,1315,2997
958,KLF6,GYS2,1316,2998
959,SLC31A1,GUCY2D,1317,3000
960,SLC31A2,GZMA,1318,3001
961,CORT,H2BC5,1325,3017
962,MAP3K8,H2BC3,1326,3018
963,COX4I1,H3-3A,1327,3020
964,COX5B,HSD17B10,1329,3028
965,COX5BP1,HAGH,1330,3029
966,COX5BP2,HADHA,1331,3030
967,COX5BP3,WEE2,1332,494551
968,COX5BP4,HADHB,1333,3032
969,COX5BP7,HARS1,1336,3035
970,COX6A1,HBA1,1337,3039
971,COX6B1,HBB,1340,3043
972,COX6B1P3,HCK,1343,3055
973,COX6C,HCRTR1,1345,3061
974,COX7A1,HCRTR2,1346,3062
975,COX7A2P2,HDAC1,1348,3065
976,COX7B,HDAC2,1349,3066
977,COX7C,HDC,1350,3067
978,COX8A,NCKAP1L,1351,3071
979,COX10,HEXA,1352,3073
980,COX11,HEXB,1353,3074
981,COX15,HGD,1355,3081
982,CP,HGF,1356,3082
983,CPA2,HHEX,1358,3087
984,CPA3,SGMS2,1359,166929
985,CPB1,HIC1,1360,3090
986,CPB2,HIF1A,1361,3091
987,CPD,HIP1,1362,3092
988,CPE,UBE2K,1363,3093
989,CLDN4,HK1,1364,3098
990,CLDN3,HK2,1365,3099
991,CLDN7,HK2,1366,3099
992,CLDN7,HK3,1366,3101
993,CPM,HLA-B,1368,3106
994,CPN1,HLA-C,1369,3107
995,CPN2,HLA-DMA,1370,3108
996,CPOX,HLA-DMB,1371,3109
997,CPS1,HLA-DOA,1373,3111
998,CPT1A,HLA-DOB,1374,3112
999,CPT1B,HLA-DPA1,1375,3113
1000,CPT2,HLA-DPB1,1376,3115
1001,CR1,HLA-DQA2,1378,3118
1002,CR1L,HLA-DQB1,1379,3119
1003,CR2,HLA-DRA,1380,3122
1004,CRABP1,HLA-DRB1,1381,3123
1005,CRAT,HLA-DRB5,1384,3127
1006,CREB1,HLA-E,1385,3133
1007,ATF2,HLA-F,1386,3134
1008,CREBBP,HLA-G,1387,3135
1009,ATF6B,HMBS,1388,3145
1010,CREBL2,HMGB1,1389,3146
1011,CREM,HMGB2,1390,3148
1012,CRH,HMGCL,1392,3155
1013,CRHBP,HMGCR,1393,3156
1014,CRHR1,HMGCS1,1394,3157
1015,CRHR2,HMGCS2,1395,3158
1016,CRIP1,HMMR,1396,3161
1017,CRIP2,HMOX1,1397,3162
1018,CRK,HMOX2,1398,3163
1019,CRKL,NR4A1,1399,3164
1020,CRMP1,FOXA2,1400,3170
1021,CRP,FOXA3,1401,3171
1022,HAPLN1,ONECUT1,1404,3175
1023,CRX,HNRNPA1,1406,3178
1024,CRY1,HNRNPC,1407,3183
1025,CRY2,HNRNPK,1408,3190
1026,CRYAA,HNRNPU,1409,3192
1027,CRYAB,HOXA7,1410,3204
1028,CRYBA1,HOXB9,1411,3219
1029,CRYBA2,HPD,1412,3242
1030,CRYBA4,ALG14,1413,199857
1031,CRYBB1,HPRT1,1414,3251
1032,CRYBB2,HRAS,1415,3265
1033,CRYBB2P1,HRH1,1416,3269
1034,CRYBB3,HRH2,1417,3274
1035,CRYGA,PRMT1,1418,3276
1036,CRYGB,HES1,1419,3280
1037,CRYGC,HSD3B1,1420,3283
1038,CRYGD,HSD3B2,1421,3284
1039,CRYGFP,HSD11B2,1423,3291
1040,CRYGGP,HSD17B1,1424,3292
1041,CRYGS,HSD17B4,1427,3295
1042,CRYM,HSPA1A,1428,3303
1043,CRYZ,HSPA1B,1429,3304
1044,CRYZP1,HSPA1L,1430,3305
1045,CS,HSPA2,1431,3306
1046,MAPK14,HSPA4,1432,3308
1047,CSE1L,HSPA6,1434,3310
1048,CSF1,HSPA8,1435,3312
1049,CSF1R,HSPA9,1436,3313
1050,CSF2,HSPB1,1437,3315
1051,CSF2RA,HSPB2,1438,3316
1052,CSF2RB,HSP90AA1,1439,3320
1053,CSF3,HSP90AB1,1440,3326
1054,CSF3R,HSPD1,1441,3329
1055,CSH1,DNAJB1,1442,3337
1056,CSH2,HSPG2,1443,3339
1057,CSHL1,NDST1,1444,3340
1058,CSK,HTR1A,1445,3350
1059,CSN1S1,HTR1B,1446,3351
1060,CSN2,HTR1D,1447,3352
1061,CSN3,HTR1E,1448,3354
1062,CSNK1A1,HTR2C,1452,3358
1063,CSNK1E,HTR5A,1454,3361
1064,CSNK1G3,HTR7,1456,3363
1065,CSNK2A1,HUS1,1457,3364
1066,CSNK2A2,HYAL1,1459,3373
1067,CSNK2B,IAPP,1460,3375
1068,VCAN,IBSP,1462,3381
1069,NCAN,ICA1,1463,3382
1070,CSPG4,ICAM1,1464,3383
1071,CSRP1,ICAM2,1465,3384
1072,CSRP2,ICAM3,1466,3385
1073,CSRP2P1,DCP2,1467,167227
1074,SLC25A10,ID1,1468,3397
1075,CST1,ID2,1469,3398
1076,CST2,ID3,1470,3399
1077,CST4,IDE,1472,3416
1078,CST5,IDH1,1473,3417
1079,CST6,IDH2,1474,3418
1080,CSTA,IDH3A,1475,3419
1081,CSTB,IDH3B,1476,3420
1082,CSTF1,IDH3G,1477,3421
1083,CSTF2,IDI1,1478,3422
1084,CSTF3,IDS,1479,3423
1085,CSTP2,CFI,1481,3426
1086,CTAG1B,IFNA5,1485,3442
1087,CTBS,IFNA6,1486,3443
1088,CTBP1,IFNA7,1487,3444
1089,CTBP2,IFNA8,1488,3445
1090,CTH,IFNA14,1491,3448
1091,CTNNA1,IFNAR1,1495,3454
1092,CTNNA2,IFNAR2,1496,3455
1093,CTNS,IFNB1,1497,3456
1094,CTNNA1P1,ACOT12,1498,134526
1095,CTNNB1,IFNG,1499,3458
1096,CTNND1,IFNGR1,1500,3459
1097,CTNND2,IFNGR2,1501,3460
1098,CTPS1,TXLNA,1503,200081
1099,CTRB1,IGF1,1504,3479
1100,CTRL,IGF2R,1506,3482
1101,CTSB,IGFBP1,1508,3484
1102,CTSD,IGFBP2,1509,3485
1103,CTSE,IGFBP3,1510,3486
1104,CTSG,IGFBP4,1511,3487
1105,CTSH,IGFBP5,1512,3488
1106,CTSK,IGFBP6,1513,3489
1107,CTSL,RBPJ,1514,3516
1108,CTSV,IGLL1,1515,3543
1109,CTSLP2,IKBKB,1517,3551
1110,CTSLP8,IL1A,1518,3552
1111,CTSO,IL1B,1519,3553
1112,CTSS,IL1R1,1520,3554
1113,CTSW,IL1RAP,1521,3556
1114,CTSZ,IL1RN,1522,3557
1115,CUX1,IL2,1523,3558
1116,CX3CR1,IL2RA,1524,3559
1117,CXADR,IL2RB,1525,3560
1118,TEX28,IL3,1527,3562
1119,CYB5A,IL3RA,1528,3563
1120,CYB5AP3,IL5,1531,3567
1121,CYB5AP4,IL5RA,1532,3568
1122,CYB561,IL6R,1534,3570
1123,CYBA,IL6ST,1535,3572
1124,CYBB,IL7,1536,3574
1125,CYC1,IL7R,1537,3575
1126,CYLC1,CXCL8,1538,3576
1127,CYLC2,CXCR1,1539,3577
1128,CYLD,IL9,1540,3578
1129,CYP1A1,IL10,1543,3586
1130,CYP1A2,IL10RA,1544,3587
1131,CYP1B1,IL10RB,1545,3588
1132,CYP2A6,IL12A,1548,3592
1133,CYP2A7,IL12B,1549,3593
1134,CYP2A7P1,IL12RB1,1550,3594
1135,CYP3A7,IL12RB2,1551,3595
1136,CYP2A13,IL13RA1,1553,3597
1137,CYP2B6,IL15,1555,3600
1138,CYP2B7P,IL15RA,1556,3601
1139,CYP2C19,IL16,1557,3603
1140,CYP2C8,TNFRSF9,1558,3604
1141,CYP2C9,IL17A,1559,3605
1142,CYP2C18,IMPA1,1562,3612
1143,CYP2D7,IMPDH1,1564,3614
1144,CYP2D6,IMPDH2,1565,3615
1145,CYP2D7BP,IDO1,1566,3620
1146,CYP2D8P,INHBB,1568,3625
1147,CYP2E1,INPP1,1571,3628
1148,CYP2F1,INS,1572,3630
1149,CYP2J2,INPP4A,1573,3631
1150,CYP3A4,INPP5D,1576,3635
1151,CYP3A5,INPPL1,1577,3636
1152,CYP3A51P,INSR,1578,3643
1153,CYP4A11,INSRR,1579,3645
1154,CYP4B1,PDX1,1580,3651
1155,CYP7A1,IRAK1,1581,3654
1156,CYP8B1,ITGA6,1582,3655
1157,CYP11A1,IRAK2,1583,3656
1158,CYP11B1,IRF1,1584,3659
1159,CYP17A1,IRF3,1586,3661
1160,CYP19A1,IRF5,1588,3663
1161,CYP21A2,IRF7,1589,3665
1162,CYP21A1P,IRS1,1590,3667
1163,CYP24A1,ITGA1,1591,3672
1164,CYP26A1,ITGA2,1592,3673
1165,CYP27A1,ITGA2B,1593,3674
1166,CYP51A1,ITGA4,1595,3676
1167,ADAM3B,ITGA5,1596,3678
1168,DAB1,ITGAE,1600,3682
1169,DAB2,ITGAL,1601,3683
1170,DACH1,ITGAM,1602,3684
1171,DAD1,ITGAV,1603,3685
1172,CD55,ITGAX,1604,3687
1173,DAG1,ITGB1,1605,3688
1174,DGKA,ITGB2,1606,3689
1175,DGKB,ITGB3,1607,3690
1176,DGKG,ITGB4,1608,3691
1177,DGKQ,EIF6,1609,3692
1178,DAO,ITGB5,1610,3693
1179,DAP,ITGB6,1611,3694
1180,DAPK1,ITGB7,1612,3695
1181,DAPK3,ITGB8,1613,3696
1182,DARS1,STT3A,1615,3703
1183,DAXX,ITPA,1616,3704
1184,DAZ1,ITPK1,1617,3705
1185,DAZL,ITPKA,1618,3706
1186,BRINP1,ITPR1,1620,3708
1187,DBH,ITPR2,1621,3709
1188,DBI,ITPR3,1622,3710
1189,DBIP2,IVD,1623,3712
1190,DBIP1,JAG2,1624,3714
1191,DBN1,JAK3,1627,3718
1192,DBP,JUN,1628,3725
1193,DBT,JUND,1629,3727
1194,DCC,JUP,1630,3728
1195,ECI1,KARS1,1632,3735
1196,DCK,KCNA1,1633,3736
1197,DCN,KCNA2,1634,3737
1198,DCTD,KCNA3,1635,3738
1199,ACE,KCNB1,1636,3745
1200,DCR,KCNJ1,1637,3758
1201,DCT,KCNJ11,1638,3767
1202,DCTN1,KCNMA1,1639,3778
1203,DCX,KCNQ1,1641,3784
1204,DDB2,KCNQ3,1643,3786
1205,DDC,TAAR9,1644,134860
1206,AKR1C1,KDR,1645,3791
1207,AKR1C2,TAAR1,1646,134864
1208,GADD45A,KHK,1647,3795
1209,GADD45AP1,KIR2DL1,1648,3802
1210,DDOST,KIR2DL3,1650,3804
1211,DDX3X,KIR2DS4,1654,3809
1212,DMXL1,KIR3DL2,1657,3812
1213,DHX8,KLK2,1659,3817
1214,DHX9,KLKB1,1660,3818
1215,DHX9P1,KLRC1,1661,3821
1216,DDX10,KLRC2,1662,3822
1217,DHX15,KNG1,1665,3827
1218,DECR1,KPNB1,1666,3837
1219,DEFA1,KPNA2,1667,3838
1220,DEFA3,KRAS,1668,3845
1221,DEFA4,KRT18,1669,3875
1222,DEFA5,L1CAM,1670,3897
1223,DEFA6,LALBA,1671,3906
1224,DEFB1,LAMA2,1672,3908
1225,DEFB4A,LAMA3,1673,3909
1226,DES,LAMA4,1674,3910
1227,CFD,LAMA5,1675,3911
1228,DFFA,LAMB1,1676,3912
1229,DFFB,LAMB2,1677,3913
1230,TIMM8A,LAMB3,1678,3914
1231,GSDME,LCK,1687,3932
1232,COCH,LDHA,1690,3939
1233,DGCR,LMNA,1714,4000
1234,DHCR7,LNPEP,1717,4012
1235,DHCR24,LPL,1718,4023
1236,DHFR,LRP1,1719,4035
1237,DHFRP3,LRP2,1720,4036
1238,DHODH,LSS,1723,4047
1239,DHPS,LTA,1725,4049
1240,CYB5R3,CYP4F3,1727,4051
1241,NQO1,LTBP1,1728,4052
1242,DIAPH1,LTBR,1729,4055
1243,SEPTIN1,LUM,1731,4060
1244,DIO1,SH2D1A,1733,4068
1245,DIO2,M6PR,1734,4074
1246,DIO3,B3GAT2,1735,135152
1247,DKC1,MARCKS,1736,4082
1248,DLAT,MAD2L1,1737,4085
1249,DLD,SMAD1,1738,4086
1250,DLG1,SMAD2,1739,4087
1251,DLG2,SMAD3,1740,4088
1252,DLG3,SMAD4,1741,4089
1253,DLG4,SMAD5,1742,4090
1254,DLST,SMAD6,1743,4091
1255,DLSTP1,SMAD7,1744,4092
1256,DLX1,SMAD9,1745,4093
1257,DLX2,MAFG,1746,4097
1258,DLX3,MAG,1747,4099
1259,DLX3,CD22,1747,933
1260,DLX4,MAGOH,1748,4116
1261,DLX5,MAL,1749,4118
1262,DLX6,MAN1A1,1750,4121
1263,DMD,SPRED2,1756,200734
1264,SARDH,MAOA,1757,4128
1265,DMP1,MAOB,1758,4129
1266,DNM1,MAP2,1759,4133
1267,DMPK,MAPT,1760,4137
1268,DMRT1,MARS1,1761,4141
1269,DMWD,MAS1,1762,4142
1270,DNA2,MAT1A,1763,4143
1271,DNAH5,MC1R,1767,4157
1272,DNAH6,MC2R,1768,4158
1273,DNAH8,MC3R,1769,4159
1274,DNAH9,MC4R,1770,4160
1275,DNASE1L1,MCM3,1774,4172
1276,DNASE1L2,MCM4,1775,4173
1277,DNASE1L3,MCM5,1776,4174
1278,DNASE2,MCM6,1777,4175
1279,DYNC1H1,MCM7,1778,4176
1280,DYNC1I2,MDH1,1781,4190
1281,DYNC1LI2,MDM2,1783,4193
1282,DNCM,MDM4,1784,4194
1283,DNM2,ME1,1785,4199
1284,DNMT1,ME2,1786,4200
1285,TRDMT1,MEF2C,1787,4208
1286,DNMT3B,MEFV,1789,4210
1287,DNTT,MAP3K3,1791,4215
1288,DOCK1,MAP3K5,1793,4217
1289,DOCK3,MET,1795,4233
1290,DOK1,MFNG,1796,4242
1291,DXO,MGAT1,1797,4245
1292,DPAGT1,MGAT2,1798,4247
1293,DPH1,KITLG,1801,4254
1294,DPH2,MGST1,1802,4257
1295,DPP4,MGST2,1803,4258
1296,DPP6,MGST3,1804,4259
1297,DPT,CIITA,1805,4261
1298,DPYD,CD99,1806,4267
1299,DPYS,MICB,1807,4277
1300,DPYSL2,MID1,1808,4281
1301,DR1,CXCL9,1810,4283
1302,DRD1,MLH1,1812,4292
1303,DRD2,MAP3K9,1813,4293
1304,DRD3,MAP3K10,1814,4294
1305,DRD4,MAP3K11,1815,4296
1306,DRD5,AFDN,1816,4301
1307,DRD5P2,NR3C2,1818,4306
1308,DRG2,RPL22L1,1819,200916
1309,ARID3A,MME,1820,4311
1310,DRP2,MMP1,1821,4312
1311,ATN1,MMP2,1822,4313
1312,DSC1,MMP7,1823,4316
1313,DSC2,MMP9,1824,4318
1314,DSC3,MMP14,1825,4323
1315,DSCAM,ALDH6A1,1826,4329
1316,RCAN1,MNAT1,1827,4331
1317,DSG1,MOS,1828,4342
1318,DSG2,MPG,1829,4350
1319,DSG3,MPI,1830,4351
1320,TSC22D3,MPL,1831,4352
1321,DSP,MPST,1832,4357
1322,EPYC,MPV17,1833,4358
1323,DSPP,MPZ,1834,4359
1324,SLC26A2,ABCC1,1836,4363
1325,DTNA,MSH2,1837,4436
1326,DTNB,MSH3,1838,4437
1327,DTX1,MST1,1840,4485
1328,DTYMK,MST1R,1841,4486
1329,ECM2,MTAP,1842,4507
1330,DUSP7,MTHFD1,1849,4522
1331,DUSP8,MTHFR,1850,4524
1332,DYRK1A,MTNR1B,1859,4544
1333,TOR1A,GALNTL5,1861,168391
1334,E2F1,MVD,1869,4597
1335,E2F2,MVK,1870,4598
1336,E2F3,MYBPC3,1871,4607
1337,E2F3P1,MYC,1872,4609
1338,E2F4,GADD45B,1874,4616
1339,E2F5,MYH1,1875,4619
1340,E2F6,MYH2,1876,4620
1341,E4F1,MYH3,1877,4621
1342,EBF1,MYH6,1879,4624
1343,GPR183,MYH7,1880,4625
1344,EBVS1,MYL6,1888,4637
1345,ECE1,MYLK,1889,4638
1346,TYMP,MYO10,1890,4651
1347,ECH1,MYOD1,1891,4654
1348,ECHS1,PPP1R12A,1892,4659
1349,ECM1,PPP1R12B,1893,4660
1350,ECT2,MYT1,1894,4661
1351,EDA,NAGLU,1896,4669
1352,S1PR1,NCAM1,1901,4684
1353,LPAR1,NCAM2,1902,4685
1354,S1PR3,NCBP1,1903,4686
1355,EDN1,NCK1,1906,4690
1356,EDN2,NCL,1907,4691
1357,EDN3,NDUFA1,1908,4694
1358,EDNRA,NDUFA2,1909,4695
1359,EDNRB,NDUFA3,1910,4696
1360,PHC1,NDUFA4,1911,4697
1361,PHC2,NDUFA5,1912,4698
1362,EEF1A1,NDUFA8,1915,4702
1363,EEF1A2,NDUFA10,1917,4705
1364,EEF1A1P43,NDUFAB1,1918,4706
1365,EEF1B2P1,NDUFS2,1932,4720
1366,EEF1B2,NDUFS3,1933,4722
1367,EEF1B2P2,NDUFV1,1934,4723
1368,EEF1D,NDUFS5,1936,4725
1369,EEF1G,NDUFS6,1937,4726
1370,EEF2,NDUFS8,1938,4728
1371,EIF2D,NDUFV2,1939,4729
1372,EFNA2,NEDD8,1943,4738
1373,EFNA4,NEFH,1945,4744
1374,EFNA5,NEFL,1946,4747
1375,EFNB1,NEO1,1947,4756
1376,EFNB2,NEU1,1948,4758
1377,EFNB3,NEU2,1949,4759
1378,EGF,NEUROD1,1950,4760
1379,CELSR3,NF1,1951,4763
1380,CELSR2,NFATC1,1952,4772
1381,MEGF6,NFATC2,1953,4773
1382,MEGF8,NFATC3,1954,4775
1383,MEGF9,NFATC4,1955,4776
1384,EGFR,NFE2L2,1956,4780
1385,EGR1,NFKB1,1958,4790
1386,EGR2,NFKB2,1959,4791
1387,EGR3,NFKBIA,1960,4792
1388,EGR4,NFKBIB,1961,4793
1389,EHHADH,NFKBIE,1962,4794
1390,EIF1AX,NFYB,1964,4801
1391,EIF2S1,NFYC,1965,4802
1392,EIF2B1,NGFR,1967,4804
1393,EIF2S3,SNU13,1968,4809
1394,EPHA2,NKX2-2,1969,4821
1395,EIF4A1,NME1,1973,4830
1396,EIF4A2,NME2,1974,4831
1397,EIF4B,NME3,1975,4832
1398,EIF4E,NNMT,1977,4837
1399,EIF4EBP1,NODAL,1978,4838
1400,EIF4EBP2,NOS1,1979,4842
1401,EIF4EP1,NOS2,1980,4843
1402,EIF4G1,NOS3,1981,4846
1403,EIF4G2,CNOT2,1982,4848
1404,EIF5,CNOT3,1983,4849
1405,EIF5A,CNOT4,1984,4850
1406,EIF5AP2,OR9A2,1986,135924
1407,EIF5AP3,NOTCH2,1987,4853
1408,CELA1,NPY,1990,4852
1409,SERPINB1,NPAS2,1992,4862
1410,ELAVL2,NPC1,1993,4864
1411,ELAVL1,OR2A14,1994,135941
1412,ELAVL3,OR6B1,1995,135946
1413,ELAVL4,OR2F2,1996,135948
1414,ELF1,NPPA,1997,4878
1415,ELF2,NPPB,1998,4879
1416,ELF4,NPR2,2000,4882
1417,ELF5,NPY1R,2001,4886
1418,ELK1,NPY2R,2002,4887
1419,ELK2AP,NPY5R,2003,4889
1420,ELK3,SLC11A2,2004,4891
1421,ELK4,NRAS,2005,4893
1422,ELN,NRCAM,2006,4897
1423,EML1,NT5E,2009,4907
1424,EMD,NTF3,2010,4908
1425,MARK2,NTF4,2011,4909
1426,EMP1,NTHL1,2012,4913
1427,EMP2,NTRK1,2013,4914
1428,EMP3,NTRK2,2014,4915
1429,ADGRE1,NTRK3,2015,4916
1430,CTTN,NTSR1,2017,4923
1431,EMX2,NUMA1,2018,4926
1432,EN1,OAT,2019,4942
1433,EN2,OCRL,2020,4952
1434,ENG,HACD2,2022,201562
1435,ENO1,OGDH,2023,4967
1436,ENO1P1,OLR1,2025,4973
1437,ENO2,TNFRSF11B,2026,4982
1438,ENO3,OPHN1,2027,4983
1439,ENPEP,OPRD1,2028,4985
1440,ENSA,OPRK1,2029,4986
1441,SLC29A1,STT3B,2030,201595
1442,EP300,OR1D2,2033,4991
1443,EPAS1,OR1F1,2034,4992
1444,EPB41,OR2C1,2035,4993
1445,EPB41L1,OR3A1,2036,4994
1446,EPB41L2,OR3A2,2037,4995
1447,EPB42,ORC1,2038,4998
1448,DMTN,ORC2,2039,4999
1449,EPHA1,ORC5,2041,5001
1450,EPHA3,OSM,2042,5008
1451,EPHA4,OTC,2043,5009
1452,EPHA7,OXA1L,2045,5018
1453,EPHA8,OXCT1,2046,5019
1454,EPHB1,OXTR,2047,5021
1455,EPHB2,P2RX1,2048,5023
1456,EPHB3,P2RX3,2049,5024
1457,EPHB6,P2RX5,2051,5026
1458,EPHX1,P2RX7,2052,5027
1459,EPHX2,P2RY1,2053,5028
1460,STX2,P2RY2,2054,5029
1461,EPO,P2RY6,2056,5031
1462,EPOR,P2RY11,2057,5032
1463,EPRS1,P4HA1,2058,5033
1464,EPS8,P4HB,2059,5034
1465,EPS15,FURIN,2060,5045
1466,NR2F6,PAFAH1B3,2063,5050
1467,ERBB2,PAFAH2,2064,5051
1468,ERBB3,PRDX1,2065,5052
1469,ERBB4,PAH,2066,5053
1470,ERCC1,SERPINE1,2067,5054
1471,ERCC2,SERPINB2,2068,5055
1472,EREG,PAK1,2069,5058
1473,EYA4,PAK2,2070,5062
1474,ERCC3,PAK3,2071,5063
1475,ERCC5,PARN,2073,5073
1476,ERCC6,PAX3,2074,5077
